iter	Logloss
427	0.07566051302
428	0.07558889627
429	0.07554054477
430	0.07547938672
431	0.07545026736
432	0.07527779328
433	0.07515459921
434	0.07505606276
435	0.07502476992
436	0.074941041
437	0.07487279461
438	0.07479214063
439	0.07469951713
440	0.07462013311
441	0.07454477363
442	0.07449486362
443	0.07439869305
444	0.07430872026
445	0.07423976385
446	0.07420304624
447	0.07414581945
448	0.0740732769
449	0.07399359111
450	0.07392657558
451	0.07380832027
452	0.07371585433
453	0.07365372283
454	0.07361249719
455	0.0735288633
456	0.07347329009
457	0.0734635809
458	0.07337278081
459	0.07321926719
460	0.07305858324
461	0.07297193478
462	0.07290395294
463	0.07285946062
464	0.07281829538
465	0.07270649067
466	0.07262995508
467	0.07254970792
468	0.07244659026
469	0.07236681206
470	0.07228724825
471	0.07224818624
472	0.07213659533
473	0.07206218712
474	0.07200028636
475	0.071937455
476	0.07189440466
477	0.07188203869
478	0.07180272329
479	0.07170202403
480	0.0716322645
481	0.07152760913
482	0.07144346699
483	0.07140926977
484	0.07132524578
485	0.07127814031
486	0.07124450434
487	0.07118383645
488	0.0710847798
489	0.07102843792
490	0.07088578339
491	0.07079716838
492	0.07071537376
493	0.07060172755
494	0.07054555631
495	0.07049907651
496	0.07041308304
497	0.07030162395
498	0.07023444007
499	0.07015120229
500	0.07010597042
501	0.0699971431
502	0.06986960016
503	0.06983428657
504	0.06974589044
505	0.06970062444
506	0.06961205806
507	0.06958371017
508	0.06951313719
509	0.06950801799
510	0.06943319047
511	0.06932880759
512	0.06925297739
513	0.06918711906
514	0.0691127605
515	0.0690496669
516	0.06896341686
517	0.06887733337
518	0.06878492972
519	0.06871127403
520	0.06862414446
521	0.06857270946
522	0.06851427741
523	0.0684479493
524	0.06842207952
525	0.06834939722
526	0.06829126624
527	0.06825073452
528	0.06819090394
529	0.06810901791
530	0.06799821643
531	0.06796117043
532	0.06790814876
533	0.06783102087
534	0.06777408147
535	0.06775445582
536	0.06771125976
537	0.06759192109
538	0.06752756098
539	0.06743326368
540	0.06738023437
541	0.06730185879
542	0.06721094949
543	0.06711749379
544	0.06707922707
545	0.06700251719
546	0.06691857691
547	0.06684497192
548	0.0667681332
549	0.06669534735
550	0.06663152577
551	0.0665805074
552	0.06652789973
553	0.06647027485
554	0.06640419443
555	0.06630503128
556	0.06621163756
557	0.06615742401
558	0.06610417732
559	0.06603080177
560	0.06593318408
561	0.06587138871
562	0.06581364184
563	0.0657428402
564	0.06568633126
565	0.06565468128
566	0.06556078484
567	0.06552828982
568	0.06546130034
569	0.0653852919
570	0.06529357971
571	0.06520520744
572	0.0651577011
573	0.06509914815
574	0.06506104529
575	0.06500556621
576	0.06489167787
577	0.06481895391
578	0.0647380778
579	0.06467440497
580	0.0645983215
581	0.06456840613
582	0.06451843372
583	0.06443595542
584	0.06436679276
585	0.06429438999
586	0.06424064227
587	0.06416554928
588	0.06407059344
589	0.06400978113
590	0.06391863088
591	0.06384929215
592	0.06379690123
593	0.06374730889
594	0.06364573729
595	0.06357375706
596	0.06354594772
597	0.06345898554
598	0.06341188048
599	0.06333854062
600	0.06327158307
601	0.06319115112
602	0.06316443005
603	0.0631117596
604	0.0630594124
605	0.0630115684
606	0.06298522549
607	0.06291536612
608	0.06280520732
609	0.06274510076
610	0.06265812906
611	0.06259722514
612	0.06251968769
613	0.06250009851
614	0.06245647899
615	0.06238841575
616	0.06234842634
617	0.06227878803
618	0.06216144489
619	0.06210732608
620	0.06203661455
621	0.06201530297
622	0.0619791091
623	0.06192820482
624	0.06183485986
625	0.06181038854
626	0.06175363306
627	0.0617238772
628	0.06166097828
629	0.06158194639
630	0.06151541766
631	0.06145968251
632	0.06144385796
633	0.06138025799
634	0.06136102076
635	0.06128298996
636	0.06122263304
637	0.06111143938
638	0.0610381377
639	0.06097059131
640	0.0609225073
641	0.0608553666
642	0.0607832418
643	0.06069616772
644	0.06063661859
645	0.06055378525
646	0.06050423924
647	0.06047237958
648	0.06040707795
649	0.06035227599
650	0.06028755807
651	0.06020521989
652	0.06013578662
653	0.0601020907
654	0.06001076882
655	0.05993229801
656	0.05987410324
657	0.05985876399
658	0.05979884765
659	0.05973950935
660	0.05965164411
661	0.05963179299
662	0.05955421069
663	0.05952310118
664	0.05946776094
665	0.05939834146
666	0.05933113341
667	0.0593114714
668	0.05928893156
669	0.0592666354
670	0.05923598019
671	0.0592038327
672	0.05914661594
673	0.05909068475
674	0.05901370375
675	0.05894179321
676	0.05889626724
677	0.05884908286
678	0.05880196438
679	0.05875951662
680	0.05870757481
681	0.05868274051
682	0.05862981825
683	0.05852771145
684	0.05851343009
685	0.05846459954
686	0.05842168623
687	0.05833600046
688	0.0583073373
689	0.05823413628
690	0.05818212977
691	0.05814792145
692	0.05810089818
693	0.05803057665
694	0.05797888828
695	0.05793591389
696	0.05788741755
697	0.05783048593
698	0.05776658654
699	0.0577168717
700	0.05766181695
701	0.05763438626
702	0.0575913302
703	0.05755167599
704	0.05747766339
705	0.05740731404
706	0.05739217147
707	0.05738177019
708	0.05733902162
709	0.05732162741
710	0.0572595155
711	0.05723303678
712	0.05715299591
713	0.05713820393
714	0.05709776064
715	0.05704422524
716	0.05702381988
717	0.05697916257
718	0.05688345887
719	0.05683124409
720	0.05679242
721	0.05674488729
722	0.05672444399
723	0.0566591602
724	0.05661558421
725	0.05657829579
726	0.05653207635
727	0.05648738015
728	0.05641212022
729	0.05640096599
730	0.05635327626
731	0.05630870656
732	0.05628798118
733	0.0562374639
734	0.05620735339
735	0.05618279925
736	0.05612158549
737	0.05607244807
738	0.05602929145
739	0.0559717377
740	0.05591596853
741	0.0558744305
742	0.05586963189
743	0.0558160527
744	0.05576606473
745	0.05572998144
746	0.05572377165
747	0.05568267866
748	0.0556430514
749	0.05558939339
750	0.05555433648
751	0.05551319629
752	0.05546702444
753	0.05541768098
754	0.05535049133
755	0.05529863106
756	0.05529132963
757	0.05524917842
758	0.05520843442
759	0.05519240814
760	0.05517690867
761	0.0551551279
762	0.05509519283
763	0.05507531163
764	0.05504005509
765	0.05503414748
766	0.0549839147
767	0.05493747379
768	0.05484273532
769	0.05477626557
770	0.05470640735
771	0.05465262344
772	0.05459964401
773	0.05450846764
774	0.05447758392
775	0.05447188911
776	0.05442059076
777	0.0543897431
778	0.05433811338
779	0.05429121573
780	0.05427768807
781	0.05423040376
782	0.05417243278
783	0.0541161615
784	0.05410238544
785	0.05408940135
786	0.05404522089
787	0.0540061445
788	0.05395015153
789	0.05390141343
790	0.05387363161
791	0.05382661354
792	0.0537816933
793	0.05376147267
794	0.05371998281
795	0.05366466944
796	0.05362673315
797	0.05358110832
798	0.05356781901
799	0.05354538755
800	0.05353299121
801	0.05349429901
802	0.05345425227
803	0.05341222413
804	0.0533973856
805	0.05338525853
806	0.05335297714
807	0.05330526752
808	0.0532933671
809	0.05328178881
810	0.05323568707
811	0.05319837257
812	0.05314536644
813	0.05309276684
814	0.053006289
815	0.05296546251
816	0.05293269929
817	0.05290190389
818	0.05287492026
819	0.05286360813
820	0.05283329269
821	0.0527782723
822	0.05274870958
823	0.05270128492
824	0.05268255456
825	0.05264700253
826	0.05263951357
827	0.0525990231
828	0.05256736917
829	0.05253449036
830	0.05248348197
831	0.0524456676
832	0.05242401513
833	0.05237027858
834	0.05233518138
835	0.05232351212
836	0.05230661018
837	0.05228861896
838	0.05226950399
839	0.05225824562
840	0.05224791707
841	0.05223192067
842	0.05219511614
843	0.05216604775
844	0.05211521128
845	0.0520856217
846	0.05206782448
847	0.05205033524
848	0.05199581257
849	0.05194987326
850	0.05188197909
851	0.05185870131
852	0.05180800438
853	0.05178999178
854	0.05176198987
855	0.05167387589
856	0.05164361133
857	0.05159433343
858	0.05157378275
859	0.05152133953
860	0.05150146924
861	0.05141991312
862	0.05137049336
863	0.05132858169
864	0.05125014691
865	0.0512104938
866	0.05116314499
867	0.05111975121
868	0.05106428066
869	0.0510406202
870	0.05099139945
871	0.05097323747
872	0.05095028822
873	0.05093282382
874	0.05088850253
875	0.05085790203
876	0.05084073226
877	0.05081362596
878	0.05080415574
879	0.05078464698
880	0.05075117681
881	0.05069624827
882	0.05066182108
883	0.05062553203
884	0.05054821895
885	0.05047267461
886	0.05042462801
887	0.05036545134
888	0.05031823378
889	0.05029857434
890	0.05026721969
891	0.05019353394
892	0.05013651642
893	0.0501070052
894	0.05004815616
895	0.05004278932
896	0.05002043545
897	0.04994701132
898	0.04989394045
899	0.04977993019
900	0.04977086693
901	0.0497097947
902	0.04966766684
903	0.04963920612
904	0.04961870804
905	0.04958667538
906	0.04951635343
907	0.04948005546
908	0.04943616311
909	0.0494198163
910	0.04939216988
911	0.04936335608
912	0.04932292809
913	0.04928282929
914	0.04926677393
915	0.04920367393
916	0.04909993927
917	0.04905483442
918	0.04902970516
919	0.04898854852
920	0.04895171686
921	0.04892085339
922	0.04887272783
923	0.04883489131
924	0.04880925422
925	0.04874970353
926	0.04872445974
927	0.0486759381
928	0.04858636331
929	0.04855395118
930	0.04853406028
931	0.04850361288
932	0.04848796786
933	0.04847886954
934	0.04845840716
935	0.04843216382
936	0.04840566648
937	0.04834861126
938	0.04832534841
939	0.04829387923
940	0.04825085857
941	0.04817683462
942	0.04815909533
943	0.04814016111
944	0.04808085384
945	0.04806342926
946	0.04803299451
947	0.04798045404
948	0.04792251667
949	0.04791312488
950	0.0478714208
951	0.04784011425
952	0.04780983009
953	0.04776935221
954	0.04770319122
955	0.04766209095
956	0.04764789981
957	0.04757701858
958	0.04754448702
959	0.04752884401
960	0.04750056632
961	0.04747672918
962	0.04741983433
963	0.04738844394
964	0.04736580437
965	0.04727971221
966	0.04723684648
967	0.04719912411
968	0.04715764794
969	0.04710754042
970	0.04707632719
971	0.04703700601
972	0.04698079512
973	0.04695682594
974	0.04691177352
975	0.04687257866
976	0.04681711907
977	0.04679550347
978	0.04674410641
979	0.04670986315
980	0.04668544778
981	0.04665663378
982	0.04659369527
983	0.04654971829
984	0.04652967158
985	0.0464800287
986	0.04645112029
987	0.04640362007
988	0.04637991357
989	0.04636785014
990	0.04635293623
991	0.0463299014
992	0.04629575736
993	0.04624818632
994	0.04621091502
995	0.04616793241
996	0.04615378251
997	0.04614538467
998	0.04609928767
999	0.04608491161
